departamento|municipio|codigo_municipio
boyaca|villa de leyva|15407
boyaca|macanal|15425
boyaca|maripí|15442
boyaca|miraflores|15455
boyaca|mongua|15464
boyaca|monguí|15466
boyaca|moniquirá|15469
boyaca|motavita|15476
boyaca|muzo|15480
boyaca|nobsa|15491
boyaca|nuevo colón|15494
boyaca|oicata|15500
boyaca|otanche|15507
boyaca|pachavita|15511
boyaca|paez|15514
boyaca|paipa|15516
boyaca|pajarito|15518
boyaca|panqueba|15522
boyaca|pauna|15531
boyaca|paya|15533
boyaca|paz de río|15537
boyaca|pesca|15542
boyaca|pisba|15550
boyaca|puerto boyacá|15572
boyaca|quipama|15580
boyaca|ramiriquí|15599
boyaca|raquira|15600
boyaca|rondón|15621
boyaca|saboyá|15632
boyaca|sachica|15638
boyaca|samacá|15646
boyaca|san eduardo|15660
boyaca|san josé de pare|15664
boyaca|san luis de gaceno|15667
boyaca|san mateo|15673
boyaca|san miguel de sema|15676
boyaca|san pablo borbur|15681
boyaca|santana|15686
boyaca|santa maría|15690
boyaca|santa rosa de viterbo|15693
boyaca|santa sofía|15696
boyaca|sativanorte|15720
boyaca|sativasur|15723
boyaca|siachoque|15740
boyaca|soatá|15753
boyaca|socotá|15755
boyaca|socha|15757
boyaca|sogamoso|15759
boyaca|somondoco|15761
boyaca|sora|15762
boyaca|sotaquirá|15763
boyaca|soracá|15764
boyaca|susacón|15774
boyaca|sutamarchán|15776
boyaca|sutatenza|15778
boyaca|tasco|15790
boyaca|tenza|15798
boyaca|tibaná|15804
boyaca|tibasosa|15806
boyaca|tinjacá|15808
boyaca|tipacoque|15810
boyaca|toca|15814
boyaca|togüí|15816
boyaca|topaga|15820
boyaca|tota|15822
boyaca|tununguá|15832
boyaca|turmequé|15835
boyaca|tuta|15837
boyaca|tutasá|15839
boyaca|umbita|15842
boyaca|ventaquemada|15861
boyaca|viracachá|15879
boyaca|zetaquira|15897
caldas|manizales|17001
caldas|aguadas|17013
caldas|anserma|17042
caldas|aranzazu|17050
caldas|belalcázar|17088
caldas|chinchiná|17174
caldas|filadelfia|17272
caldas|la dorada|17380
caldas|la merced|17388
caldas|manzanares|17433
caldas|marmato|17442
caldas|marquetalia|17444
caldas|marulanda|17446
caldas|neira|17486
caldas|norcasia|17495
caldas|pácora|17513
caldas|palestina|17524
caldas|pensilvania|17541
caldas|riosucio|17614
caldas|risaralda|17616
caldas|salamina|17653
caldas|samaná|17662
caldas|san josé|17665
caldas|supía|17777
caldas|victoria|17867
caldas|villamaría|17873
caldas|viterbo|17877
caquetá|florencia|18001
caquetá|albania|18029
caquetá|belén de los andaquíes|18094
caquetá|cartagena del chairá|18150
caquetá|currillo|18205
caquetá|el doncello|18247
caquetá|el paujil|18256
caquetá|la montañita|18410
caquetá|milán|18460
caquetá|morelia|18479
caquetá|puerto rico|18592
caquetá|san josé de la fragua|18610
caquetá|san vicente del caguán|18753
caquetá|solano|18756
caquetá|solita|18785
caquetá|valparaíso|18860
cauca|popayán|19001
cauca|almaguer|19022
cauca|argelia|19050
cauca|balboa|19075
cauca|bolívar|19100
cauca|buenos aires|19110
cauca|cajibío|19130
cauca|caldono|19137
cauca|caloto|19142
cauca|corinto|19212
cauca|el tambo|19256
cauca|florencia|19290
cauca|guachene|19300
cauca|guapi|19318
cauca|inzá|19355
cauca|jambaló|19364
cauca|la sierra|19392
cauca|la vega|19397
cauca|lópez|19418
cauca|mercaderes|19450
cauca|miranda|19455
cauca|morales|19473
cauca|padilla|19513
cauca|páez|19517
cauca|patía|19532
cauca|piamonte|19533
cauca|piendamó|19548
cauca|puerto tejada|19573
cauca|puracé|19585
cauca|rosas|19622
cauca|san sebastián|19693
cauca|santander de quilichao|19698
cauca|santa rosa|19701
cauca|silvia|19743
cauca|sotará|19760
cauca|suárez|19780
cauca|sucre|19785
cauca|timbío|19807
cauca|timbiquí|19809
cauca|toribío|19821
cauca|totoró|19824
cauca|villa rica|19845
cesar|valledupar|20001
cesar|aguachica|20011
cesar|agustín codazzi|20013
cesar|astrea|20032
cesar|becerril|20045
cesar|bosconia|20060
cesar|chimichagua|20175
cesar|chiriguaná|20178
cesar|curumaní|20228
cesar|el copey|20238
cesar|el paso|20250
cesar|gamarra|20295
cesar|gonzález|20310
cesar|la gloria|20383
cesar|la jagua de ibirico|20400
cesar|manaure|20443
cesar|pailitas|20517
cesar|pelaya|20550
cesar|pueblo bello|20570
cesar|río de oro|20614
cesar|la paz|20621
cesar|san alberto|20710
cesar|san diego|20750
cesar|san martín|20770
cesar|tamalameque|20787
córdoba|montería|23001
córdoba|ayapel|23068
córdoba|buenavista|23079
córdoba|canalete|23090
córdoba|cereté|23162
córdoba|chima|23168
córdoba|chinú|23182
córdoba|ciénaga de oro|23189
córdoba|cotorra|23300
córdoba|la apartada|23350
córdoba|lorica|23417
córdoba|los córdobas|23419
córdoba|momil|23464
córdoba|montelíbano|23466
córdoba|moñitos|23500
córdoba|planeta rica|23555
córdoba|pueblo nuevo|23570
córdoba|puerto escondido|23574
córdoba|puerto libertador|23580
córdoba|purísima|23586
córdoba|sahagún|23660
córdoba|san andrés de sotavet0|23670
córdoba|san antero|23672
córdoba|san bernardo del viento|23675
córdoba|san carlos|23678
cordoba|san jose de ure|23682
córdoba|san pelayo|23686
córdoba|tierralta|23807
cordoba|tuchin|23815
córdoba|valencia|23855
cordoba|zzzcerromatoso|23991
cundinamarca|agua de dios|25001
cundinamarca|albán|25019
cundinamarca|anapoima|25035
cundinamarca|anolaima|25040
cundinamarca|arbeláez|25053
cundinamarca|beltrán|25086
cundinamarca|bituima|25095
cundinamarca|bojacá|25099
cundinamarca|cabrera|25120
cundinamarca|cachipay|25123
cundinamarca|cajicá|25126
cundinamarca|caparrapí|25148
cundinamarca|cáqueza|25151
cundinamarca|carmen de carupa|25154
cundinamarca|chaguaní|25168
cundinamarca|chía|25175
cundinamarca|chipaque|25178
cundinamarca|choachí|25181
cundinamarca|chocontá|25183
cundinamarca|cogua|25200
cundinamarca|cota|25214
cundinamarca|cucunubá|25224
cundinamarca|el colegio|25245
cundinamarca|el peñón|25258
cundinamarca|el rosal|25260
cundinamarca|facatativá|25269
cundinamarca|fómeque|25279
cundinamarca|fosca|25281
cundinamarca|funza|25286
cundinamarca|fúquene|25288
cundinamarca|fusagasugá|25290
cundinamarca|gachalá|25293
cundinamarca|gachancipá|25295
cundinamarca|gachetá|25297
cundinamarca|gama|25299
cundinamarca|girardot|25307
cundinamarca|granada|25312
cundinamarca|guachetá|25317
cundinamarca|guaduas|25320
cundinamarca|guasca|25322
cundinamarca|guataquí|25324
cundinamarca|guatavita|25326
cundinamarca|guayabal de síquima|25328
cundinamarca|guayabetal|25335
cundinamarca|gutiérrez|25339
cundinamarca|jerusalén|25368
cundinamarca|junín|25372
cundinamarca|la calera|25377
cundinamarca|la mesa|25386
cundinamarca|la palma|25394
cundinamarca|la peña|25398
cundinamarca|la vega|25402
cundinamarca|lenguazaque|25407
cundinamarca|machetá|25426
cundinamarca|madrid|25430
cundinamarca|manta|25436
cundinamarca|medina|25438
cundinamarca|mosquera|25473
cundinamarca|nariño|25483
cundinamarca|nemocón|25486
cundinamarca|nilo|25488
cundinamarca|nimaima|25489
cundinamarca|nocaima|25491
cundinamarca|venecia|25506
cundinamarca|pacho|25513
cundinamarca|paime|25518
cundinamarca|pandi|25524
cundinamarca|paratebueno|25530
cundinamarca|pasca|25535
cundinamarca|puerto salgar|25572
cundinamarca|pulí|25580
cundinamarca|quebradanegra|25592
cundinamarca|quetame|25594
cundinamarca|quípile|25596
cundinamarca|apulo|25599
cundinamarca|ricaurte|25612
cundinamarca|san antonio de tequendama|25645
cundinamarca|san bernardo|25649
cundinamarca|san cayetano|25653
cundinamarca|san francisco|25658
cundinamarca|san juan de rioseco|25662
cundinamarca|sasaima|25718
cundinamarca|sesquilé|25736
cundinamarca|sibaté|25740
cundinamarca|silvania|25743
cundinamarca|simijaca|25745
cundinamarca|soacha|25754
cundinamarca|sopó|25758
cundinamarca|subachoque|25769
cundinamarca|suesca|25772
cundinamarca|supatá|25777
cundinamarca|susa|25779
cundinamarca|sutatausa|25781
cundinamarca|tabio|25785
cundinamarca|tausa|25793
cundinamarca|tena|25797
cundinamarca|tenjo|25799
cundinamarca|tibacuy|25805
cundinamarca|tibirita|25807
cundinamarca|tocaima|25815
cundinamarca|tocancipá|25817
cundinamarca|topaipí|25823
cundinamarca|ubalá|25839
cundinamarca|ubaque|25841
cundinamarca|ubaté|25843
cundinamarca|une|25845
cundinamarca|útica|25851
cundinamarca|vergara|25862
cundinamarca|vianí|25867
cundinamarca|villagómez|25871
cundinamarca|villapinzón|25873
cundinamarca|villeta|25875
cundinamarca|viotá|25878
cundinamarca|yacopí|25885
cundinamarca|zipacón|25898
cundinamarca|zipaquira|25899
chocó|quibdo|27001
chocó|acandí|27006
chocó|alto baudó|27025
chocó|atrato|27050
chocó|bagadó|27073
chocó|bahía solano|27075
chocó|bajo baudó|27077
chocó|zzzbelen de bajira|27086
chocó|bojayá|27099
chocó|cantón del san pablo|27135
chocó|carmen del darien|27150
chocó|certegui|27160
chocó|condoto|27205
chocó|el carmen de atrato|27245
chocó|litoral del bajo san juan|27250
chocó|istmina|27361
chocó|juradó|27372
chocó|lloró|27413
chocó|medio atrato|27425
chocó|medio baudo|27430
chocó|medio san juan|27450
chocó|nóvita|27491
chocó|nuquí|27495
chocó|río iro|27580
chocó|rio quito|27600
chocó|riosucio|27615
chocó|san josé del palmar|27660
chocó|sipí|27745
chocó|tadó|27787
chocó|unguía|27800
chocó|unión panamericana|27810
huila|neiva|41001
huila|acevedo|41006
huila|agrado|41013
huila|aipe|41016
huila|algeciras|41020
huila|altamira|41026
huila|baraya|41078
huila|campoalegre|41132
huila|colombia|41206
huila|elías|41244
huila|garzón|41298
huila|gigante|41306
huila|guadalupe|41319
huila|hobo|41349
huila|iquira|41357
huila|isnos|41359
huila|la argentina|41378
huila|la plata|41396
huila|nátaga|41483
huila|oporapa|41503
huila|paicol|41518
huila|palermo|41524
huila|palestina|41530
huila|pital|41548
huila|pitalito|41551
huila|rivera|41615
huila|saladoblanco|41660
huila|san agustín|41668
huila|santa maría|41676
huila|suaza|41770
huila|tarqui|41791
huila|tesalia|41797
huila|tello|41799
huila|teruel|41801
huila|timaná|41807
huila|villavieja|41872
huila|yaguará|41885
la guajira|riohacha|44001
la guajira|albania|44035
la guajira|barrancas|44078
la guajira|dibulla|44090
la guajira|distraccion|44098
la guajira|el molino|44110
la guajira|fonseca|44279
la guajira|hatonuevo|44378
la guajira|la jagua del pilar|44420
la guajira|maicao|44430
la guajira|manaure|44560
la guajira|san juan del cesar|44650
la guajira|uribia|44847
la guajira|urumita|44855
la guajira|villanueva|44874
magdalena|santa marta|47001
magdalena|algarrobo|47030
magdalena|aracataca|47053
magdalena|ariguaní|47058
magdalena|cerro san antonio|47161
magdalena|chivoló|47170
magdalena|ciénaga|47189
magdalena|concordia|47205
magdalena|el banco|47245
magdalena|el piñón|47258
magdalena|el retén|47268
magdalena|fundación|47288
magdalena|guamal|47318
magdalena|nueva granada|47460
magdalena|pedraza|47541
magdalena|pijino del carmen|47545
magdalena|pivijay|47551
magdalena|plato|47555
magdalena|puebloviejo|47570
magdalena|remolino|47605
magdalena|sabanas de san ángel|47660
magdalena|salamina|47675
magdalena|san sebastián de buenavista|47692
magdalena|san zenón|47703
magdalena|santa ana|47707
magdalena|santa barbara de pinto|47720
magdalena|sitionuevo|47745
magdalena|tenerife|47798
magdalena|zapayán|47960
magdalena|zona bananera|47980
meta|villavicencio|50001
meta|acacías|50006
meta|barranca de upía|50110
meta|cabuyaro|50124
meta|castilla la nueva|50150
meta|cubarral|50223
meta|cumaral|50226
meta|el calvario|50245
meta|el castillo|50251
meta|el dorado|50270
meta|fuente de oro|50287
meta|granada|50313
meta|guamal|50318
meta|mapiripán|50325
meta|mesetas|50330
meta|la macarena|50350
meta|uribe|50370
meta|lejanías|50400
meta|puerto concordia|50450
meta|puerto gaitán|50568
meta|puerto lópez|50573
meta|puerto lleras|50577
meta|puerto rico|50590
meta|restrepo|50606
meta|san carlos de guaroa|50680
meta|san juan de arama|50683
meta|san juanito|50686
meta|san martín|50689
meta|vista hermosa|50711
nariño|pasto|52001
nariño|albán|52019
nariño|aldana|52022
nariño|ancuyá|52036
nariño|arboleda|52051
nariño|barbacoas|52079
nariño|belén|52083
nariño|buesaco|52110
nariño|colón|52203
nariño|consacá|52207
nariño|contadero|52210
nariño|córdoba|52215
nariño|cuaspud|52224
nariño|cumbal|52227
nariño|cumbitara|52233
nariño|chachaguí|52240
nariño|el charco|52250
nariño|el peñol|52254
nariño|el rosario|52256
nariño|el tablón|52258
nariño|el tambo|52260
nariño|funes|52287
nariño|guachucal|52317
nariño|guaitarilla|52320
nariño|gualmatán|52323
nariño|iles|52352
nariño|imués|52354
nariño|ipiales|52356
nariño|la cruz|52378
nariño|la florida|52381
nariño|la llanada|52385
nariño|la tola|52390
nariño|la unión|52399
nariño|leiva|52405
nariño|linares|52411
nariño|los andes|52418
nariño|maguí|52427
nariño|mallama|52435
nariño|mosquera|52473
nariño|nariño|52480
nariño|olaya herrera|52490
nariño|ospina|52506
nariño|francisco pizarro|52520
nariño|policarpa|52540
nariño|potosí|52560
nariño|providencia|52565
nariño|puerres|52573
nariño|pupiales|52585
nariño|ricaurte|52612
nariño|roberto payán|52621
nariño|samaniego|52678
nariño|sandoná|52683
nariño|san bernardo|52685
nariño|san lorenzo|52687
nariño|san pablo|52693
nariño|san pedro de cartago|52694
nariño|santa bárbara|52696
nariño|santa cruz|52699
nariño|sapuyes|52720
nariño|taminango|52786
nariño|tangua|52788
nariño|tumaco|52835
nariño|túquerres|52838
nariño|yacuanquer|52885
norte de santander|cúcuta|54001
norte de santander|ábrego|54003
norte de santander|arboledas|54051
norte de santander|bochalema|54099
norte de santander|bucarasica|54109
norte de santander|cácota|54125
norte de santander|cáchira|54128
norte de santander|chinácota|54172
norte de santander|chitagá|54174
norte de santander|convención|54206
norte de santander|cucutilla|54223
norte de santander|durania|54239
norte de santander|el carmen|54245
norte de santander|el tarra|54250
norte de santander|el zulia|54261
norte de santander|gramalote|54313
norte de santander|hacarí|54344
norte de santander|herrán|54347
norte de santander|labateca|54377
norte de santander|la esperanza|54385
norte de santander|la playa|54398
norte de santander|los patios|54405
norte de santander|lourdes|54418
norte de santander|mutiscua|54480
norte de santander|ocaña|54498
norte de santander|pamplona|54518
norte de santander|pamplonita|54520
norte de santander|puerto santander|54553
norte de santander|ragonvalia|54599
norte de santander|salazar|54660
norte de santander|san calixto|54670
norte de santander|san cayetano|54673
norte de santander|santiago|54680
norte de santander|sardinata|54720
norte de santander|silos|54743
norte de santander|teorama|54800
norte de santander|tibú|54810
norte de santander|toledo|54820
norte de santander|villa caro|54871
norte de santander|villa del rosario|54874
quindio|armenia|63001
quindio|buenavista|63111
quindio|calarcá|63130
quindio|circasia|63190
quindio|córdoba|63212
quindio|filandia|63272
quindio|génova|63302
quindio|la tebaida|63401
quindio|montenegro|63470
quindio|pijao|63548
quindio|quimbaya|63594
quindio|salento|63690
risaralda|pereira|66001
risaralda|apía|66045
risaralda|balboa|66075
risaralda|belén de umbría|66088
risaralda|dos quebradas|66170
risaralda|guática|66318
risaralda|la celia|66383
risaralda|la virginia|66400
risaralda|marsella|66440
risaralda|mistrató|66456
risaralda|pueblo rico|66572
risaralda|quinchía|66594
risaralda|santa rosa de cabal|66682
risaralda|santuario|66687
santander|bucaramanga|68001
santander|aguada|68013
santander|albania|68020
santander|aratoca|68051
santander|barbosa|68077
santander|barichara|68079
santander|barrancabermeja|68081
santander|betulia|68092
santander|bolívar|68101
santander|cabrera|68121
santander|california|68132
santander|capitanejo|68147
santander|carcasí|68152
santander|cepitá|68160
santander|cerrito|68162
santander|charalá|68167
santander|charta|68169
santander|chima|68176
santander|chipatá|68179
santander|cimitarra|68190
santander|concepción|68207
santander|confines|68209
santander|contratación|68211
santander|coromoro|68217
santander|curití|68229
santander|el carmen de chucurí|68235
santander|el guacamayo|68245
santander|el peñón|68250
santander|el playón|68255
santander|encino|68264
santander|enciso|68266
santander|el florián|68271
santander|floridablanca|68276
santander|galán|68296
santander|gámbita|68298
santander|girón|68307
santander|guaca|68318
santander|guadalupe|68320
santander|guapotá|68322
santander|guavatá|68324
santander|guepsa|68327
santander|hato|68344
santander|jesús maría|68368
santander|jordán|68370
santander|la belleza|68377
santander|landázuri|68385
santander|la paz|68397
santander|lebrija|68406
santander|los santos|68418
santander|macaravita|68425
santander|málaga|68432
santander|matanza|68444
santander|mogotes|68464
santander|molagavita|68468
santander|ocamonte|68498
santander|oiba|68500
santander|onzaga|68502
santander|palmar|68522
santander|palmas del socorro|68524
santander|páramo|68533
santander|piedecuesta|68547
santander|pinchote|68549
santander|puente nacional|68572
santander|puerto parra|68573
santander|puerto wilches|68575
santander|rionegro|68615
santander|sabana de torres|68655
santander|san andrés|68669
santander|san benito|68673
santander|san gil|68679
santander|san joaquín|68682
santander|san josé de miranda|68684
santander|san miguel|68686
santander|san vicente de chucurí|68689
santander|santa bárbara|68705
santander|santa helena del opón|68720
santander|simacota|68745
santander|socorro|68755
santander|suaita|68770
santander|sucre|68773
santander|suratá|68780
santander|tona|68820
santander|valle de san josé|68855
santander|vélez|68861
santander|vetas|68867
santander|villanueva|68872
santander|zapatoca|68895
sucre|sincelejo|70001
sucre|buenavista|70110
sucre|caimito|70124
sucre|colosó|70204
sucre|corozal|70215
sucre|coveñas|70221
sucre|chalán|70230
sucre|el roble|70233
sucre|galeras|70235
sucre|guaranda|70265
sucre|la unión|70400
sucre|los palmitos|70418
sucre|majagual|70429
sucre|morroa|70473
sucre|ovejas|70508
sucre|palmito|70523
sucre|sampués|70670
sucre|san benito abad|70678
sucre|san juan betulia|70702
sucre|san marcos|70708
sucre|san onofre|70713
sucre|san pedro|70717
sucre|sincé|70742
sucre|sucre|70771
sucre|tolú|70820
sucre|toluviejo|70823
tolima|ibagué|73001
tolima|alpujarra|73024
tolima|alvarado|73026
tolima|ambalema|73030
tolima|anzoátegui|73043
tolima|armero|73055
tolima|ataco|73067
tolima|cajamarca|73124
tolima|carmen apicalá|73148
tolima|casabianca|73152
tolima|chaparral|73168
tolima|coello|73200
tolima|coyaima|73217
tolima|cunday|73226
tolima|dolores|73236
tolima|espinal|73268
tolima|falán|73270
tolima|flandes|73275
tolima|fresno|73283
tolima|guamo|73319
tolima|herveo|73347
tolima|honda|73349
tolima|icononzo|73352
tolima|lérida|73408
tolima|líbano|73411
tolima|mariquita|73443
tolima|melgar|73449
tolima|murillo|73461
tolima|natagaima|73483
tolima|ortega|73504
tolima|palo cabildo|73520
tolima|piedras|73547
tolima|planadas|73555
tolima|prado|73563
tolima|purificación|73585
tolima|rioblanco|73616
tolima|roncesvalles|73622
tolima|rovira|73624
tolima|saldaña|73671
tolima|san antonio|73675
tolima|san luis|73678
tolima|santa isabel|73686
tolima|suárez|73770
tolima|valle de san juan|73854
tolima|venadillo|73861
tolima|villahermosa|73870
tolima|villarrica|73873
valle del cauca|cali|76001
valle del cauca|alcalá|76020
valle del cauca|andalucía|76036
valle del cauca|ansermanuevo|76041
valle del cauca|argelia|76054
valle del cauca|bolívar|76100
valle del cauca|buenaventura|76109
valle del cauca|buga|76111
valle del cauca|bugalagrande|76113
valle del cauca|caicedonia|76122
valle del cauca|calima|76126
valle del cauca|candelaria|76130
valle del cauca|cartago|76147
valle del cauca|dagua|76233
valle del cauca|el águila|76243
valle del cauca|el cairo|76246
valle del cauca|el cerrito|76248
valle del cauca|el dovio|76250
valle del cauca|florida|76275
valle del cauca|ginebra|76306
valle del cauca|guacarí|76318
valle del cauca|jamundí|76364
valle del cauca|la cumbre|76377
valle del cauca|la unión|76400
valle del cauca|la victoria|76403
valle del cauca|obando|76497
valle del cauca|palmira|76520
valle del cauca|pradera|76563
valle del cauca|restrepo|76606
valle del cauca|riofrío|76616
valle del cauca|roldanillo|76622
valle del cauca|san pedro|76670
valle del cauca|sevilla|76736
valle del cauca|toro|76823
valle del cauca|trujillo|76828
valle del cauca|tuluá|76834
valle del cauca|ulloa|76845
valle del cauca|versalles|76863
valle del cauca|vijes|76869
valle del cauca|yotoco|76890
valle del cauca|yumbo|76892
valle del cauca|zarzal|76895
arauca|arauca|81001
arauca|arauquita|81065
arauca|cravo norte|81220
arauca|fortul|81300
arauca|puerto rondón|81591
arauca|saravena|81736
arauca|tame|81794
casanare|yopal|85001
casanare|aguazul|85010
casanare|chámeza|85015
casanare|hato corozal|85125
casanare|la salina|85136
casanare|maní|85139
casanare|monterrey|85162
casanare|nunchía|85225
casanare|orocué|85230
casanare|paz de ariporo|85250
casanare|pore|85263
casanare|recetor|85279
casanare|sabanalarga|85300
casanare|sácama|85315
casanare|san luis de palenque|85325
casanare|támara|85400
casanare|tauramena|85410
casanare|trinidad|85430
casanare|villanueva|85440
putumayo|mocoa|86001
putumayo|colón|86219
putumayo|orito|86320
putumayo|puerto asís|86568
putumayo|puerto caicedo|86569
putumayo|puerto guzmán|86571
putumayo|puerto leguízamo|86573
putumayo|sibundoy|86749
putumayo|san francisco|86755
putumayo|san miguel|86757
putumayo|santiago|86760
putumayo|valle del guamuez|86865
putumayo|villagarzón|86885
san andrés|san andrés|88001
san andrés|providencia|88564
amazonas|leticia|91001
amazonas|el encanto|91263
